Date,Open,High,Low,Close,Adj Close,Volume
2008-01-22,74.529999,78.739998,74.400002,77.599998,59.997120,8503300
2008-01-23,75.500000,77.190002,74.120003,76.570000,59.200748,13028100
2008-01-24,77.559998,78.339996,76.480003,77.620003,60.012558,7449300
2008-01-25,78.650002,79.669998,76.970001,77.029999,59.556416,7849500
2008-01-28,77.150002,77.720001,76.480003,77.599998,59.997120,4864300
2008-01-29,78.570000,81.059998,78.269997,80.959999,62.594906,9025500
2008-01-30,79.699997,84.870003,79.690002,82.870003,64.071640,11331100
2008-01-31,81.779999,83.839996,80.800003,83.180000,64.311348,7887700
2008-02-01,83.370003,83.989998,81.849998,82.760002,63.986603,6685900
2008-02-04,82.779999,83.360001,81.910004,82.900002,64.094856,3106300
2008-02-05,81.610001,82.779999,81.349998,81.690002,63.159328,4691600
2008-02-06,81.900002,81.949997,79.599998,79.910004,62.087124,5331700
2008-02-07,78.709999,80.239998,78.709999,79.750000,61.962803,6779000
2008-02-08,79.480003,80.139999,78.809998,79.330002,61.636452,4343300
2008-02-11,79.459999,81.389999,78.849998,81.129997,63.035011,4898200
2008-02-12,81.800003,84.529999,81.440002,83.559998,64.923042,7980000
2008-02-13,84.349998,85.629997,84.010002,85.480003,66.414803,6405000
2008-02-14,85.669998,86.059998,84.900002,85.220001,66.212784,6631600
2008-02-15,85.059998,85.419998,84.169998,85.180000,66.181702,5749300
2008-02-19,86.110001,86.879997,84.830002,85.370003,66.329338,4158300
2008-02-20,84.470001,84.690002,82.949997,84.000000,65.264900,7526400
2008-02-21,84.120003,84.959999,81.870003,82.010002,63.718750,6688300
2008-02-22,82.510002,83.209999,81.750000,83.040001,64.519005,5229100
2008-02-25,83.260002,84.739998,83.120003,84.660004,65.777672,5450600
2008-02-26,85.120003,85.120003,83.900002,84.570000,65.707756,5171700
2008-02-27,84.220001,85.190002,83.400002,83.949997,65.226036,4675100
2008-02-28,83.510002,85.000000,82.730003,84.800003,65.886459,5727400
2008-02-29,84.029999,84.500000,82.400002,82.790001,64.324776,7667800
2008-03-03,79.320000,80.889999,79.250000,80.669998,62.677597,9575400
2008-03-04,79.779999,79.989998,78.339996,79.620003,61.861805,8209200
2008-03-05,79.820000,81.320000,79.669998,80.709999,62.708672,5669600
2008-03-06,80.550003,80.720001,79.379997,79.510002,61.776333,4503500
2008-03-07,78.989998,79.000000,76.370003,76.599998,59.515366,9657100
2008-03-10,76.529999,76.709999,74.379997,74.379997,57.790501,9930500
2008-03-11,74.779999,75.750000,72.389999,73.400002,57.029079,14137400
2008-03-12,73.709999,74.750000,72.129997,72.449997,56.290970,8966800
2008-03-13,71.809998,74.419998,71.589996,74.180000,57.635132,10850600
2008-03-14,75.790001,77.190002,75.129997,76.230003,59.227909,13225400
2008-03-17,74.459999,76.199997,74.139999,75.489998,58.652931,5463100
2008-03-18,77.000000,77.000000,75.260002,76.529999,59.460983,5644000
2008-03-19,76.980003,77.000000,73.449997,73.449997,57.067947,9195600
2008-03-20,73.550003,75.000000,72.720001,74.800003,58.116833,8086000
2008-03-24,75.250000,76.480003,74.790001,76.290001,59.274494,4853800
2008-03-25,76.879997,76.879997,75.139999,75.900002,58.971500,5969200
2008-03-26,75.660004,76.500000,75.599998,76.300003,59.282276,4350600
2008-03-27,75.860001,76.360001,74.139999,74.220001,57.666187,7709400
2008-03-28,74.440002,74.629997,73.080002,73.470001,57.083466,4616800
2008-03-31,74.000000,74.580002,73.400002,74.370003,57.782757,7394800
2008-04-01,75.019997,75.889999,74.800003,75.879997,58.955948,5956000
2008-04-02,76.099998,77.190002,75.730003,76.849998,59.709614,6121500
2008-04-03,76.550003,77.220001,75.900002,76.139999,59.157932,5597100
2008-04-04,76.040001,76.629997,75.330002,75.650002,58.777260,5086600
2008-04-07,76.529999,76.529999,74.879997,74.980003,58.256699,5388700
2008-04-08,74.510002,75.389999,74.040001,75.019997,58.287758,5597200
2008-04-09,76.720001,79.900002,76.309998,78.599998,61.069317,19513400
2008-04-10,78.449997,79.050003,77.790001,78.430000,60.937206,7873800
2008-04-11,77.650002,78.410004,76.720001,76.860001,59.717392,5427700
2008-04-14,76.680000,77.639999,76.669998,77.220001,59.997097,4926500
2008-04-15,77.559998,77.669998,75.599998,75.699997,58.816093,6337700
2008-04-16,76.309998,76.919998,75.639999,76.669998,59.569752,4895700
2008-04-17,76.400002,77.260002,76.400002,76.910004,59.756199,3466400
2008-04-18,77.500000,79.099998,77.500000,78.660004,61.115925,6742900
2008-04-21,78.709999,79.370003,78.169998,79.089996,61.449997,4744200
2008-04-22,79.320000,79.989998,77.750000,78.559998,61.038216,7615500
2008-04-23,80.650002,83.360001,79.570000,82.089996,63.780888,15488400
2008-04-24,82.489998,83.370003,81.650002,83.000000,64.487923,5755200
2008-04-25,83.379997,85.250000,83.379997,84.839996,65.917519,8355000
2008-04-28,85.010002,85.639999,84.279999,84.980003,66.026306,5378900
2008-04-29,84.540001,86.449997,84.540001,85.529999,66.453644,4485300
2008-04-30,85.830002,86.180000,84.629997,84.860001,65.933075,5220600
2008-05-01,84.860001,85.480003,84.570000,85.410004,66.360397,5083200
2008-05-02,86.320000,86.500000,84.980003,85.690002,66.577972,3784500
2008-05-05,85.320000,86.070000,85.000000,85.919998,66.756653,3886400
2008-05-06,85.589996,86.209999,85.129997,86.150002,66.935349,5079200
2008-05-07,86.029999,86.099998,84.419998,84.550003,65.998672,5060300
2008-05-08,84.709999,85.199997,84.000000,84.760002,66.162575,3671600
2008-05-09,84.430000,84.750000,83.750000,84.059998,65.616165,3328200
2008-05-12,84.400002,85.000000,83.279999,84.800003,66.193832,5367400
2008-05-13,84.989998,85.290001,84.110001,85.080002,66.412376,4292400
2008-05-14,85.300003,86.669998,85.080002,85.690002,66.888542,4909900
2008-05-15,85.709999,86.139999,85.000000,85.550003,66.779274,6006300
2008-05-16,85.839996,85.839996,84.739998,85.169998,66.482635,7129900
2008-05-19,85.559998,88.290001,85.000000,87.070000,67.965759,7176300
2008-05-20,87.050003,87.050003,84.610001,85.139999,66.459206,5698000
2008-05-21,85.410004,85.599998,80.779999,81.190002,63.375870,10847200
2008-05-22,81.050003,81.720001,80.550003,81.410004,63.547623,6333300
2008-05-23,81.209999,82.089996,80.849998,81.480003,63.602268,4476600
2008-05-27,81.599998,83.300003,81.599998,82.870003,64.687263,4528900
2008-05-28,83.250000,83.250000,81.080002,82.129997,64.109665,4135400
2008-05-29,81.820000,83.000000,81.050003,82.110001,64.094009,3465200
2008-05-30,82.400002,82.940002,81.010002,82.769997,64.609238,4660200
2008-06-02,82.610001,82.610001,80.470001,81.150002,63.344662,4492000
2008-06-03,81.500000,81.800003,77.300003,78.120003,60.979488,10185000
2008-06-04,77.540001,78.820000,77.480003,78.019997,60.901424,6750100
2008-06-05,78.190002,78.199997,76.800003,77.309998,60.347198,5787700
2008-06-06,76.540001,76.570000,73.000000,73.160004,57.107761,12786400
2008-06-09,73.400002,74.120003,73.139999,73.949997,57.724438,6629000
2008-06-10,73.459999,74.110001,72.760002,73.669998,57.505867,5675000
2008-06-11,73.440002,73.769997,72.930000,73.309998,57.224865,6544800
2008-06-12,74.010002,77.050003,73.790001,74.120003,57.857128,9794900
2008-06-13,74.760002,75.489998,74.379997,75.120003,58.637733,6087100
2008-06-16,74.769997,75.449997,74.029999,75.019997,58.559650,3481100
2008-06-17,75.379997,75.500000,73.809998,74.379997,58.060062,6503700
2008-06-18,73.370003,76.339996,73.370003,74.650002,58.270840,11534700
2008-06-19,75.050003,77.209999,74.680000,76.949997,60.066193,7539700
2008-06-20,77.800003,77.800003,75.660004,75.830002,59.191944,8868600
2008-06-23,76.230003,76.480003,75.120003,75.589996,59.004570,4036600
2008-06-24,75.239998,75.610001,74.129997,74.790001,58.380127,4949800
2008-06-25,72.279999,72.790001,69.349998,69.639999,54.360100,21124600
2008-06-26,68.750000,70.389999,68.050003,68.209999,53.243862,10984200
2008-06-27,67.739998,67.930000,66.379997,66.919998,52.236900,10369500
2008-06-30,66.629997,66.750000,65.550003,65.720001,51.300198,8562400
2008-07-01,64.949997,66.220001,64.559998,65.449997,51.089436,9758400
2008-07-02,65.820000,65.989998,63.900002,63.900002,49.879532,10136400
2008-07-03,64.010002,64.599998,63.540001,64.470001,50.324471,4058400
2008-07-07,64.660004,65.690002,63.570000,64.290001,50.183956,6175400
2008-07-08,64.430000,66.000000,64.209999,65.919998,51.456314,6689800
2008-07-09,66.059998,67.230003,65.320000,65.589996,51.198727,9614900
2008-07-10,65.949997,66.500000,65.010002,65.989998,51.510948,7304100
2008-07-11,65.349998,65.349998,62.860001,63.279999,49.395565,9787400
2008-07-14,64.400002,64.400002,62.630001,63.189999,49.325310,5545500
2008-07-15,62.060001,64.360001,62.020000,63.880001,49.863926,7925200
2008-07-16,63.910000,65.680000,63.500000,65.580002,51.190929,5644100
2008-07-17,66.050003,67.220001,65.050003,66.919998,52.236900,7105200
2008-07-18,67.110001,68.339996,66.540001,68.139999,53.189213,8452100
2008-07-21,68.500000,68.910004,67.300003,68.239998,53.267300,5025700
2008-07-22,68.580002,69.500000,67.760002,69.260002,54.063473,6168500
2008-07-23,67.320000,68.010002,65.620003,66.720001,52.080799,11043900
2008-07-24,65.599998,66.089996,62.049999,62.529999,48.810108,14072900
2008-07-25,63.000000,64.139999,62.340000,63.830002,49.824890,9167400
2008-07-28,63.820000,64.059998,62.259998,62.340000,48.661812,6253100
2008-07-29,62.639999,63.500000,62.320000,63.209999,49.340935,5620700
2008-07-30,63.590000,63.930000,63.000000,63.820000,49.817089,6011000
2008-07-31,63.000000,63.000000,61.009998,61.110001,47.701687,10585300
2008-08-01,61.389999,62.279999,60.770000,62.009998,48.404213,7016800
2008-08-04,62.080002,62.330002,61.130001,61.360001,47.896832,6074500
2008-08-05,61.869999,65.680000,61.860001,65.199997,50.894295,8941000
2008-08-06,64.900002,66.019997,64.000000,65.400002,51.365540,6240000
2008-08-07,65.059998,66.180000,64.650002,64.690002,50.807907,7389300
2008-08-08,64.870003,68.750000,64.309998,67.860001,53.297638,10088400
2008-08-11,67.889999,67.900002,66.209999,66.620003,52.323750,6875200
2008-08-12,66.889999,66.949997,65.570000,65.930000,51.781796,6422200
2008-08-13,66.070000,66.230003,64.000000,64.260002,50.470173,8990000
2008-08-14,63.740002,65.430000,63.450001,64.769997,50.870728,9356600
2008-08-15,64.769997,65.330002,63.820000,64.449997,50.619400,7672600
2008-08-18,64.500000,65.220001,63.180000,63.639999,49.983215,4903400
2008-08-19,63.480000,64.190002,62.619999,62.950001,49.441299,8101400
2008-08-20,62.990002,63.970001,62.209999,63.209999,49.645500,3964400
2008-08-21,62.970001,63.790001,62.209999,63.549999,49.912537,4048500
2008-08-22,63.939999,65.709999,63.509998,65.550003,51.483341,5490800
2008-08-25,64.910004,65.489998,63.580002,64.070000,50.320946,4578300
2008-08-26,64.089996,64.389999,62.869999,63.459999,49.841850,4488800
2008-08-27,63.570000,65.199997,63.200001,64.519997,50.674381,4034300
2008-08-28,64.779999,66.980003,64.260002,66.339996,52.103813,4448600
2008-08-29,66.250000,66.430000,65.099998,65.559998,51.491192,3912800
2008-09-02,67.000000,68.470001,65.430000,65.870003,51.734680,6464200
2008-09-03,65.690002,67.080002,64.139999,66.070000,51.891754,5252900
2008-09-04,65.010002,65.300003,62.040001,63.029999,49.504120,10921800
2008-09-05,62.520000,63.490002,61.889999,62.889999,49.394173,5608800
2008-09-08,62.470001,64.070000,61.860001,63.910000,50.195278,8309100
2008-09-09,63.919998,65.220001,63.919998,64.019997,50.281693,7752800
2008-09-10,63.580002,63.810001,61.580002,61.709999,48.467396,9138500
2008-09-11,61.130001,62.709999,61.130001,62.570000,49.142830,6101100
2008-09-12,62.380001,63.419998,61.700001,63.299999,49.716183,5084500
2008-09-15,61.810001,62.799999,61.000000,62.250000,48.891502,9809800
2008-09-16,61.020000,63.000000,60.160000,61.720001,48.475239,8591700
2008-09-17,60.880001,61.000000,56.430000,57.000000,44.768127,14830200
2008-09-18,57.689999,58.660000,54.200001,58.110001,45.639923,14031600
2008-09-19,60.740002,61.000000,57.599998,59.759998,46.935848,10863200
2008-09-22,59.330002,60.410000,58.259998,58.810001,46.189709,6031400
2008-09-23,58.910000,60.389999,57.189999,57.310001,45.011597,6634600
2008-09-24,57.540001,58.869999,56.930000,57.360001,45.050873,5484100
2008-09-25,57.669998,58.200001,56.799999,57.419998,45.097996,6381800
2008-09-26,56.740002,58.500000,56.009998,58.320000,45.804863,5866500
2008-09-29,57.500000,57.950001,54.750000,55.470001,43.566452,9604900
2008-09-30,56.290001,57.650002,55.619999,57.349998,45.043011,6412200
2008-10-01,56.759998,58.000000,55.369999,56.619999,44.469681,6221800
2008-10-02,56.330002,56.970001,53.340000,53.580002,42.082043,8128100
2008-10-03,54.000000,56.400002,53.759998,53.830002,42.278393,9312300
2008-10-06,51.770000,53.000000,47.880001,51.290001,40.283463,12428500
2008-10-07,51.790001,52.560001,48.709999,49.279999,38.704796,10927800
2008-10-08,48.410000,50.000000,47.180000,47.700001,37.463848,11889300
2008-10-09,47.830002,48.939999,44.410000,44.410000,34.879871,12239000
2008-10-10,40.130001,44.250000,40.000000,41.799999,32.829956,20325600
2008-10-13,43.570000,47.310001,42.500000,47.080002,36.976910,14290600
2008-10-14,48.630001,49.470001,43.610001,45.070000,35.398232,12493900
2008-10-15,44.180000,45.480000,41.540001,42.330002,33.246239,10146800
2008-10-16,42.639999,45.000000,39.990002,44.790001,35.178318,11752000
2008-10-17,43.950001,46.820000,43.209999,44.549999,34.989834,10045100
2008-10-20,44.740002,46.770000,43.720001,46.709999,36.686302,7809200
2008-10-21,46.320000,47.689999,45.529999,46.400002,36.442833,7357000
2008-10-22,44.160000,44.900002,41.799999,42.910000,33.701767,10096700
2008-10-23,43.200001,46.810001,42.810001,46.520000,36.537079,13971200
2008-10-24,42.500000,47.240002,41.750000,45.240002,35.531757,9792200
2008-10-27,45.700001,46.130001,42.259998,42.360001,33.269783,9236200
2008-10-28,46.450001,49.049999,43.630001,48.910000,38.414196,14396800
2008-10-29,48.810001,52.820000,48.810001,49.799999,39.113205,12835700
2008-10-30,52.279999,52.799999,48.580002,50.700001,39.820076,9559100
2008-10-31,50.619999,52.610001,49.279999,52.419998,41.170963,8419400
2008-11-03,51.900002,53.180000,50.820000,52.849998,41.508698,8412300
2008-11-04,54.410000,54.650002,52.720001,53.619999,42.113464,9284500
2008-11-05,52.500000,52.590000,49.000000,49.549999,39.209343,10002100
2008-11-06,48.970001,50.230000,45.349998,45.720001,36.178638,13721300
2008-11-07,46.580002,47.299999,45.349998,46.580002,36.859169,7150800
2008-11-10,47.299999,48.310001,45.590000,46.139999,36.510994,5304200
2008-11-11,45.500000,45.500000,42.750000,43.970001,34.793842,7928100
2008-11-12,43.230000,44.090000,42.000000,42.520000,33.646446,7739500
2008-11-13,42.029999,43.320000,39.070000,43.160000,34.152878,13997600
2008-11-14,42.009998,43.759998,40.799999,41.040001,32.475319,8908900
2008-11-17,40.610001,42.799999,40.500000,41.180000,32.586090,7042600
2008-11-18,40.599998,40.759998,38.049999,39.560001,31.304182,12209200
2008-11-19,39.279999,40.130001,37.450001,37.480000,29.658258,10614300
2008-11-20,36.980000,39.740002,36.720001,37.110001,29.365471,13406300
2008-11-21,37.180000,39.930000,36.169998,39.580002,31.320005,13259700
2008-11-24,40.049999,41.250000,38.889999,40.750000,32.245827,9682300
2008-11-25,40.549999,40.799999,39.540001,40.180000,31.794785,9618700
2008-11-26,39.349998,41.340000,39.020000,41.279999,32.665222,6256400
2008-11-28,41.169998,42.799999,41.099998,42.630001,33.733498,2608200
2008-12-01,41.639999,42.000000,39.740002,39.880001,31.557400,7817500
2008-12-02,40.540001,41.000000,39.250000,40.700001,32.206261,6029400
2008-12-03,40.230000,41.099998,39.150002,40.470001,32.024265,8007000
2008-12-04,39.840000,41.330002,38.500000,39.189999,31.011396,7244200
2008-12-05,38.000000,39.570000,36.279999,39.529999,31.280437,10564600
2008-12-08,40.349998,43.689999,40.040001,42.849998,33.907589,13096400
2008-12-09,41.570000,42.439999,40.650002,40.820000,32.301224,8306100
2008-12-10,41.490002,42.689999,40.939999,41.680000,32.981747,5181000
2008-12-11,40.650002,42.009998,40.020000,40.270000,31.866001,7691900
2008-12-12,39.560001,39.740002,38.200001,39.200001,31.019308,10337400
2008-12-15,39.599998,39.880001,38.200001,38.740002,30.655296,8228000
2008-12-16,39.209999,42.000000,38.200001,41.900002,33.155846,11041400
2008-12-17,41.160000,41.500000,40.150002,41.020000,32.459496,7270600
